Round	defense	TrayID	InvPop	InvMI	InvMom	InvIndiv	InvRem	InvEat	NatPop	NatMI	NatMom	NatIndiv	NatRem	NatEat	MostEat	EatDiffI.N	InvEat.arsq	NatEat.arsq
48	1	const.	2-16	US023	34a	34	a	1	0	RU003	3b	3	b	0.708	0.292	nat	-0.292	0	32.7084014718764
49	2	const.	2-17			NA		1	0					1	0		0	0	0
50	2	const.	2-18	CA007	2a	2	a	1	0	TR003	2f	2	f	0.754	0.246	nat	-0.246	0	29.73424428868
51	2	const.	2-19	CA007	2a	2	a	1	0	RO001	21d	21	d	1	0		0	0	0
52	2	const.	2-20	CA007	2a	2	a	0.996	0.004	UA001	22c	22	c	0.941	0.059	nat	-0.055	3.62607409886713	14.0575230449886
53	2	const.	2-21	US012	21f	21	f	1	0	RO002	22f	22	f	1	0		0	0	0
54	2	const.	2-22	US012	21f	21	f	1	0	RO005	25f	25	f	1	0	nat	0	0	0
55	2	const.	2-23	US012	21f	21	f	0.876	0.124	UA005	3b	3	b	1	0	inv	0.124	20.6177583272902	0
56	2	const.	2-24	US018	31g	31	g	1	0	RO004	20d	20	d	1	0		0	0	0
57	2	const.	2-25	US018	31g	31	g	0.825	0.175	TR004	2b	2	b	1	0	inv	0.175	24.7288626207672	0
58	2	const.	2-26	US018	31g	31	g	1	0	GR001	26c	26	c	1	0		0	0	0
59	2	const.	2-27	US022	42k	42	k	1	0	GR002	2j	2	j	0.88	0.12	nat	-0.12	0	20.2676253094487
60	2	const.	2-28	US022	42k	42	k	1	0	RU005	11e	11	e	0.813	0.187	nat	-0.187	0	25.6218401627924
61	2	const.	2-29	US022	42k	42	k	1	0	RO005	25f	25	f	1	0		0	0	0
62	2	const.	2-30	US026	24c	24	c	1	0	RU005	11e	11	e	1	0	nat	0	0	0
63	2	const.	2-31	US026	24c	24	c	1	0	UA001	22c	22	c	1	0	inv	0	0	0
64	2	const.	2-32	US026	24c	24	c	1	0	UA004	5a	5	a	1	0		0	0	0
65	2	const.	3-1	CA001	3j	3	j	0.894	0.106	TR004	18g	18	g	0.977	0.023		0.083	19.000241876877	8.72287517594834
66	2	const.	3-2	CA001	3j	3	j	0.81	0.19	UA004	18b	18	b	0.64	0.36	nat	-0.17	25.8415811818669	36.8693960283112
67	2	const.	3-3	CA001	3j	3	j	0.897	0.103	TR003	24b	24	b	0.827	0.173	nat	-0.07	18.7192928638987	24.5777315717648
68	2	const.	3-4	CA008	2d	2	d	0.882	0.118	GR003	10b	10	b	0.812	0.188	nat	-0.07	20.0906719356869	25.6952365620491
69	2	const.	3-5	CA008	2d	2	d	0.756	0.244	TR005	18a	18	a	0.827	0.173	inv	0.071	29.6010268713601	24.5777315717648
70	2	const.	3-6	CA008	2d	2	d	0.721	0.279	BG001	25h	25	h	0.913	0.087	inv	0.192	31.8837868180922	17.154762949028
71	2	const.	3-7	US001	14a	14	a	0.874	0.126	RU003	3b	3	b	0.806	0.194	nat	-0.068	20.7910034054145	26.1325160104167
72	2	const.	3-8	US001	14a	14	a	0.819	0.181	RO001	6j	6	j	0.785	0.215		-0.034	25.1782345990861	27.6245112846399
73	2	const.	3-9	US001	14a	14	a	0.898	0.102	UA004	18b	18	b	0.694	0.306	nat	-0.204	18.62484138181	33.584487738394
74	2	const.	3-10	US002	17c	17	c	0.859	0.141	GR003	10b	10	b	0.799	0.201	inv	-0.06	22.0548986142352	26.6362415650106
75	2	const.	3-11	US002	17c	17	c	0.827	0.173	UA005	18e	18	e	0.888	0.112	inv	0.061	24.5777315717648	19.5518418966634
76	2	const.	3-12	US002	17c	17	c	0.726	0.274	UA006	22b	22	b	0.838	0.162	inv	0.112	31.563533341934	23.733750011336
77	2	const.	3-13	US003	19e	19	e	0.887	0.113	RU008	18c	18	c	0.913	0.087	nat	0.026	19.6425043120103	17.154762949028
78	2	const.	3-14	US003	19e	19	e	0.672	0.328	HU001	14h	14	h	0.792	0.208	inv	0.12	34.9391426417326	27.1334428574046
79	2	const.	3-15	US003	19e	19	e	0.902	0.098	RO004	13b	13	b	0.855	0.145	nat	-0.047	18.2428567925696	22.3822378196123
80	2	const.	3-16	US011	8g	8	g	0.865	0.135	HU001	14h	14	h	0.717	0.283	nat	-0.148	21.5565096911392	32.1387230532235
81	2	const.	3-17	US011	8g	8	g	0.901	0.099	RO004	13b	13	b	0.798	0.202	inv	-0.103	18.3389930167637	26.7076602816624
82	2	const.	3-18	US011	8g	8	g	0.873	0.127	TR004	18g	18	g	0.888	0.112		0.015	20.8771842596796	19.5518418966634
83	2	const.	3-19	US014	16c	16	c	0.851	0.149	RO002	12o	12	o	0.856	0.144	inv	0.005	22.7058484131324	22.3007592506081
84	2	const.	3-20	US014	16c	16	c	0.814	0.186	RU008	18c	18	c	0.861	0.139	nat	0.047	25.5482924989434	21.8897762026108
85	2	const.	3-21	US014	16c	16	c	0.755	0.245	GR003	10b	10	b	0.88	0.12	inv	0.125	29.6676814924366	20.2676253094487
86	2	const.	3-22	US015	3a	3	a	0.907	0.093	RU008	18c	18	c	0.897	0.103	nat	-0.01	17.7554565192381	18.7192928638987
87	2	const.	3-23	US015	3a	3	a	0.763	0.237	RO003	9f	9	f	0.705	0.295	nat	-0.058	29.1318100613889	32.8971350253617
88	2	const.	3-24	US015	3a	3	a	0.883	0.117	GR003	10b	10	b	0.684	0.316	nat	-0.199	20.0017085400814	34.2033722186157
89	2	const.	3-25	US020	42b	42	b	0.777	0.223	RO004	13b	13	b	0.908	0.092	inv	0.131	28.1786841939581	17.6565798018647
90	2	const.	3-26	US020	42b	42	b	0.822	0.178	TR004	18g	18	g	0.716	0.284	nat	-0.106	24.9542903659578	32.2022857405043
91	2	const.	3-27	US020	42b	42	b	0.829	0.171	RU001	2a	2	a	0.821	0.179	nat	-0.008	24.4259080742222	25.029101152072
92	2	const.	3-28	US021	8d	8	d	0.821	0.179	TR001	24f	24	f	0.688	0.312	nat	-0.133	25.029101152072	33.9564717982634
93	2	const.	3-29	US021	8d	8	d	0.891	0.109	RO005	15c	15	c	0.784	0.216		-0.107	19.2777077107244	27.6941846643338
94	2	const.	3-30	US021	8d	8	d	0.493	0.507	GR003	10b	10	b	0.78	0.22	inv	0.287	45.4004658744692	27.9717205663264
95	2	const.	3-31	US023	34a	34	a	0.732	0.268	RO002	12o	12	o	0.808	0.192	inv	0.076	31.1768143575739	25.9873374083281
96	2	const.	3-32	US023	34a	34	a	0.823	0.177	UA004	18b	18	b	0.537	0.463	nat	-0.286	24.8793147599137	42.8775332128272
97	1	induced	4-1	CA001	2c	2	c	0.591	0.409	TR004	2b	2	b	0.929	0.071	inv	0.338	39.7563211696497	15.4534101348467
98	1	induced	4-2	CA001	2c	2	c	0.76	0.24	UA004	5a	5	a	0.888	0.112	inv	0.128	29.3334751617947	19.5518418966634
99	1	induced	4-3	CA001	2c	2	c	0.973	0.027	HU001	14k	14	k	0.666	0.334	nat	-0.307	9.45741772806211	35.3044134814276
100	1	induced	4-4	CA007	2a	2	a	0.632	0.368	TR003	2f	2	f	0.844	0.156	inv	0.212	37.3457213476798	23.2636838359206
101	1	induced	4-5	CA007	2a	2	a	0.355	0.645	RO001	21d	21	d	0.834	0.166	inv	0.479	53.4282511062708	24.043227444065
102	1	induced	4-6	CA007	2a	2	a	0.93	0.07	UA001	22c	22	c	0.587	0.413	nat	-0.343	15.3414998294714	39.9892211621344
103	1	induced	4-7	CA008	5a	5	a	0.751	0.249	GR003	3g	3	g	0.93	0.07	inv	0.179	29.9333890569561	15.3414998294714
104	1	induced	4-8	CA008	5a	5	a	1	0	TR001	10h	10	h	0.687	0.313	nat	-0.313	0	34.0182770659259
105	1	induced	4-9	CA008	5a	5	a	0.757	0.243	BG001	25e	25	e	0.932	0.068	inv	0.175	29.5342796820297	15.1154374781804
106	1	induced	4-10	US001	3i	3	i	0.996	0.004	RO001	21d	21	d	0.965	0.035		-0.031	3.62607409886713	10.7824458096971
107	1	induced	4-11	US001	3i	3	i	1	0	TR001	10h	10	h	0.713	0.287	nat	-0.287	0	32.3925710007618
108	1	induced	4-12	US001	3i	3	i	0.841	0.159	UA004	5a	5	a	0.884	0.116	nat	0.043	23.4996160435974	19.9124147169122
109	1	induced	4-13	US002	24b	24	b	0.941	0.059	TR001	10h	10	h	0.715	0.285	nat	-0.226	14.0575230449886	32.2657809445879
110	1	induced	4-14	US002	24b	24	b	0.258	0.742	GR003	3g	3	g	1	0	inv	0.742	59.4726788022373	0
111	1	induced	4-15	US002	24b	24	b	0.635	0.365	UA005	3b	3	b	0.864	0.136	nat	0.229	37.1673609028924	21.6402115806128
112	1	induced	4-16	US003	6i	6	i	0.555	0.445	RU008	21d	21	d	1	0	inv	0.445	41.8417729473328	0
113	1	induced	4-17	US003	6i	6	i	0.872	0.128	HU001	14k	14	k	0.934	0.066	inv	0.062	20.9630756611846	14.8862715341972
114	1	induced	4-18	US003	6i	6	i	0.922	0.078	RO004	20d	20	d	0.679	0.321	nat	-0.243	16.2173033968934	34.510820533624
115	1	induced	4-19	US011	8b	8	b	1	0	RU005	11e	11	e	1	0		0	0	0
116	1	induced	4-20	US011	8b	8	b	0.796	0.204	HU001	14k	14	k	0.904	0.096	inv	0.108	26.8501031542212	18.0492625645472
117	1	induced	4-21	US011	8b	8	b	0.834	0.166	RO004	20d	20	d	0.993	0.007	inv	0.159	24.043227444065	4.79925389664716
118	1	induced	4-22	US012	31f	31	f	0.794	0.206	RO002	22f	22	f	1	0		0.206	26.9920276580242	0
119	1	induced	4-23	US012	31f	31	f	0.747	0.253	RO005	25f	25	f	0.607	0.393	nat	-0.14	30.1976737521131	38.8210387677585
120	1	induced	4-24	US012	31f	31	f	0.66	0.34	UA003	9Aa	9A	a	0.952	0.048	inv	0.292	35.6680522845839	12.6553603983388
121	1	induced	4-25	US014	17c	17	c	1	0	RO002	22f	22	f	0.676	0.324	nat	-0.324	0	34.6946815012468
122	1	induced	4-26	US014	17c	17	c	0.585	0.415	RU008	21d	21	d	1	0	inv	0.415	40.1055448254808	0
123	1	induced	4-27	US014	17c	17	c	1	0	UA005	3b	3	b	0.741	0.259	nat	-0.259	0	30.5915303780107
124	1	induced	4-28	US015	3k	3	k	0.546	0.454	RU008	21d	21	d	1	0	inv	0.454	42.3600856285748	0
125	1	induced	4-29	US015	3k	3	k	0.954	0.046	RO003	11e	11	e	0.842	0.158	nat	-0.112	12.384624917316	23.4211746092813
126	1	induced	4-30	US015	3k	3	k	0.66	0.34	GR003	3g	3	g	0.899	0.101	inv	0.239	35.6680522845839	18.5299785901234
127	1	induced	4-31	US018	31a	31	a	0.877	0.123	RO004	20d	20	d	1	0	inv	0.123	20.5306864089121	0
128	1	induced	4-32	US018	31a	31	a	0.92	0.08	TR004	2b	2	b	0.592	0.408	nat	-0.328	16.4297166589607	39.6980419932288
129	1	induced	5-1	US018	31a	31	a	0.849	0.151	GR001	26c	26	c	0.547	0.453	nat	-0.302	22.8663073222972	42.3025412275107
130	1	induced	5-2	US020	27b	27	b	0.919	0.081	RO004	20d	20	d	0.715	0.285	nat	-0.204	16.5350133950106	32.2657809445879
131	1	induced	5-3	US020	27b	27	b	0.715	0.285	TR004	2b	2	b	0.495	0.505	nat	-0.22	32.2657809445879	45.285867546655
132	1	induced	5-4	US020	27b	27	b	0.774	0.226	GR002	2j	2	j	0.948	0.052		0.174	28.3846575607825	13.1812372054198
133	1	induced	5-5	US022	42k	42	k	0.651	0.349	GR002	2j	2	j	0.815	0.185	inv	0.164	36.2106236286103	25.4745921436024
134	1	induced	5-6	US022	42k	42	k	0.772	0.228	RU005	11e	11	e	0.995	0.005	inv	0.223	28.5214351630874	4.05475206206153
135	1	induced	5-7	US022	42k	42	k	0.685	0.315	RO005	25f	25	f	0.835	0.165	inv	0.15	34.1417268514696	23.9661415332867
136	1	induced	5-8	US026	24c	24	c	0.589	0.411	RU005	11e	11	e	0.96	0.04	inv	0.371	39.8728139789976	11.536802071682
137	1	induced	5-9	US026	24c	24	c	0.996	0.004	UA001	22c	22	c	1	0		0.004	3.62607409886713	0
138	1	induced	5-10	US026	24c	24	c	0.769	0.231	UA004	5a	5	a	0.975	0.025	inv	0.206	28.725812332845	9.09731239812886
139	1	induced	5-11	US021	8d	8	d	0.892	0.108	TR001	24i	24	i	0.524	0.476	nat	-0.368	19.1855965485961	43.6237791929226
140	1	induced	5-12	US021	8d	8	d	0.885	0.115	RO005	15c	15	c	0.949	0.051	inv	0.064	19.8227858794312	13.0516179885977
141	1	induced	5-13	US021	8d	8	d	0.617	0.383	GR003	10b	10	b	0.936	0.064	inv	0.319	38.2331380599945	14.6538552483261
142	1	induced	5-14	US023	34a	34	a	0.662	0.338	RO002	12o	12	o	0.81	0.19	inv	0.148	35.5470157223529	25.8415811818669
143	1	induced	5-15	US023	34a	34	a	0.978	0.022	UA004	18b	18	b	0.644	0.356	nat	-0.334	8.52969457975639	36.6303732537448
144	1	induced	5-16	US023	34a	34	a	0.858	0.142	RU003	3b	3	b	0.498	0.502	nat	-0.36	22.1370923992624	45.1139780774323
145	2	induced	5-17	CA001	2e	2	e	0.979	0.021	TR004	14h	14	h	0.907	0.093		-0.072	8.33217232558079	17.7554565192381
146	2	induced	5-18	CA001	2e	2	e	0.746	0.254	UA004	18i	18	i	0.794	0.206	inv	0.048	30.2635278838286	26.9920276580242
147	2	induced	5-19	CA001	2e	2	e	0.541	0.459	RO005	14h	14	h	0.995	0.005	inv	0.454	42.6476522217883	4.05475206206153
148	2	induced	5-20	US001	3j	3	j	1	0	RO001	28g	28	g	0.699	0.301	nat	-0.301	0	33.2729432035122
149	2	induced	5-21	US001	3j	3	j	0.972	0.028	TR001	19a	19	a	0.839	0.161	nat	-0.133	9.63260122870171	23.6559016627663
150	2	induced	5-22	US001	3j	3	j	0.944	0.056	UA004	18i	18	i	0.597	0.403	nat	-0.347	13.6883168590325	39.4063077163773
151	2	induced	5-23	US002	22c	22	c	0.907	0.093	TR001	19a	19	a	0.943	0.057		0.036	17.7554565192381	13.812395106025
152	2	induced	5-24	US002	22c	22	c	0.892	0.108	GR003	3e	3		0.888	0.112	inv	-0.004	19.1855965485961	19.5518418966634
153	2	induced	5-25	US002	22c	22	c	1	0	UA005	18e	18	e	0.769	0.231	nat	-0.231	0	28.725812332845
154	2	induced	5-26	US003	28g	28	g	0.901	0.099	HU001	28c	28	c	0.764	0.236	inv	-0.137	18.3389930167637	29.0643934606774
155	2	induced	5-27	US003	28g	28	g	0.989	0.011	RO004	13f	13	f	0.972	0.028	inv	-0.017	6.02022196392814	9.63260122870171
156	2	induced	5-28	US003	28g	28	g	0.836	0.164	UA006	22b	22	b	0.422	0.578	nat	-0.414	23.8888679582878	49.4867255051805
157	2	induced	5-29	US011	8b	8	b	0.41	0.59	HU001	13b	13	b	0.878	0.122	inv	0.468	50.1841971339423	20.4433096444142
158	2	induced	5-30	US011	8b	8	b	0.954	0.046	RO004	3j	3	j	0.775	0.225	nat	-0.179	12.384624917316	28.316108267512
159	2	induced	5-31	US011	8b	8	b	0.893	0.107	TR004	18b	18	b	0.847	0.153	nat	-0.046	19.093109806647	23.0258949239714
160	2	induced	5-32	US012	29a	29	a	0.624	0.376	RO002	18a	18	a	0.883	0.117	inv	0.259	37.8198884549265	20.0017085400814
161	2	induced	6-1	US012	29a	29	a	1	0	RO005	17k	17	k	1	0		0	0	0
162	2	induced	6-2	US012	29a	29	a	0.695	0.305	UA002	13e	13	e	NA	NA	inv	0.305	33.5222942199443	NA
163	2	induced	6-3	US014	16a	16	a	0.864	0.136	RO002	18q	18	q	1	0	inv	0.136	21.6402115806128	0
164	2	induced	6-4	US014	16a	16	a	1	0	RU008	19h	19	h	1	0	inv	0	0	0
165	2	induced	6-5	US014	16a	16	a	0.827	0.173	UA005	18b	18	b	1	0	inv	0.173	24.5777315717648	0
166	2	induced	6-6	CA008	4f	4	f	0.881	0.119	GR003	17b	17	b	1	0	inv	0.119	20.1793093935556	0
167	2	induced	6-7	CA008	4f	4	f	1	0	TR001	19i	19	i	0.564	0.436	nat	-0.436	0	41.3224201927387
168	2	induced	6-8	CA008	4f	4	f	1	0	TR005	9b	9	b	0.932	0.068	nat	-0.068	0	15.1154374781804
169	2	induced	6-9	CA007	4a	4	a	1	0	TR003	14c	14	c	0.922	0.078	nat	-0.078	0	16.2173033968934
170	2	induced	6-10	CA007	4a	4	a	1	0	RO001	21e	21	e	0.753	0.247	nat	-0.247	0	29.8007159964258
171	2	induced	6-11	CA007	4a	4	a	0.977	0.023	BG001	16a	16	a	1	0	inv	0.023	8.72287517594834	0
172	2	induced	6-12	US015	17a	17	a	0.667	0.333	RU008	19h	19	h	1	0	inv	0.333	35.2436505323284	0
173	2	induced	6-13	US015	17a	17	a	0.853	0.147	RO003	15j	15	j	1	0	inv	0.147	22.5444986489931	0
174	2	induced	6-14	US015	17a	17	a	0.999	0.001	GR003	17b	17	b	1	0	inv	0.001	1.81212909252567	0
175	2	induced	6-15	US018	11a	11	a	0.835	0.165	TR005	9b	9	b	1	0	inv	0.165	23.9661415332867	0
176	2	induced	6-16	US018	11a	11	a	1	0	RO004	3j	3	j	1	0		0	0	0
177	2	induced	6-17	US018	11a	11	a	1	0	TR004	18b	18	b	1	0	nat	0	0	0
178	2	induced	6-18	US020	24e	24	e	1	0	RO004	3j	3	j	1	0	inv	0	0	0
179	2	induced	6-19	US020	24e	24	e	0.979	0.021	TR004	18b	18	b	1	0	inv	0.021	8.33217232558079	0
180	2	induced	6-20	US020	24e	24	e	1	0	GR002	8e	8	e	1	0		0	0	0
181	2	induced	6-21	US021	8b	8	b	1	0	TR001	19i	19	i	1	0		0	0	0
182	2	induced	6-22	US021	8b	8	b	1	0	RO005	17k	17	k	1	0		0	0	0
183	2	induced	6-23	US021	8b	8	b	0.948	0.052	GR003	17b	17	b	1	0	inv	0.052	13.1812372054198	0
184	2	induced	6-24	US022	42c	42	c	1	0	GR002	8e	8	e	0.972	0.028	nat	-0.028	0	9.63260122870171
185	2	induced	6-25	US022	42c	42	c	1	0	RO005	17k	17	k	1	0	nat	0	0	0
186	2	induced	6-26	US022	42c	42	c	1	0	HU001	13b	13	b	1	0	inv	0	0	0
187	2	induced	6-27	US026	35a	35	a	1	0	RU005	6d	6	d	1	0		0	0	0
188	2	induced	6-28	US026	35a	35	a	1	0	TR005	20g	20	g	1	0		0	0	0
189	2	induced	6-29	US026	35a	35	a	1	0	RU002	2e	2	e	0.99	0.01	nat	-0.01	0	5.73909239545157
190	2	induced	6-30	US023	41b	41	b	1	0	RU002	2e	2	e	1	0		0	0	0
191	2	induced	6-31	US023	41b	41	b	1	0	RO002	15g	15	g	0.765	0.235	nat	-0.235	0	28.9968780761989
192	2	induced	6-32	US023	41b	41	b	1	0	UA004	7e	7	e	0.8	0.2	nat	-0.2	0	26.5646897577012
