PopID	Round	defense	TrayID	mom.indiv	Mom	Indiv	Remains.pro	Eaten.pro	MostEat	EatDiffI.N	Eaten.arsq	MostEat.Scan	EatenRatioI.N	Eatenlog	eat.bin	def.round.tray	Origin	def.round.tray.or	Eaten.mm	Eaten.log	Latitude	Longitude
30	CA007	2	ind	6-10	4a	4	a	1	0	nat	-0.247	0	inv	0	-Inf	1	induced 2 6-10	inv	induced 2 6-10 inv	0	0	49.2961027777778	-118.473830555556
31	CA007	1	ind	4-6	2a	2	a	0.93	0.07	nat	-0.343	15.3414998294714	inv	0.169491525423729	-1.77495235091167	1	induced 1 4-6	inv	induced 1 4-6 inv	0.441	0.365337317017385	49.2961027777778	-118.473830555556
32	CA008	1	ind	4-8	5a	5	a	1	0	nat	-0.313	0	inv	0	-Inf	1	induced 1 4-8	inv	induced 1 4-8 inv	0	0	49.0120833333333	-118.645711111111
33	CA008	2	ind	6-6	4f	4	f	0.881	0.119	inv	0.119	20.1793093935556	nat	Inf	Inf	0	induced 2 6-6	inv	induced 2 6-6 inv	0.7497	0.559444344668437	49.0120833333333	-118.645711111111
34	CA008	2	ind	6-7	4f	4	f	1	0	nat	-0.436	0	inv	0	-Inf	1	induced 2 6-7	inv	induced 2 6-7 inv	0	0	49.0120833333333	-118.645711111111
35	CA008	1	ind	4-7	5a	5	a	0.751	0.249	inv	0.179	29.9333890569561	nat	3.55714285714286	1.26895765441535	0	induced 1 4-7	inv	induced 1 4-7 inv	1.5687	0.943399934352773	49.0120833333333	-118.645711111111
36	CA008	1	const	1-4	4b	4	b	0.733	0.267	inv	0.046	31.1120969385188	nat	1.20814479638009	0.189085956882497	0	const. 1 1-4	inv	const. 1 1-4 inv	2.0559	1.11707414825579	49.0120833333333	-118.645711111111
37	CA008	2	const	3-5	2d	2	d	0.756	0.244	inv	0.071	29.6010268713601	nat	1.41040462427746	0.343876630795423	0	const. 2 3-5	inv	const. 2 3-5 inv	1.8788	1.05737354065151	49.0120833333333	-118.645711111111
38	CA008	1	ind	4-9	5a	5	a	0.757	0.243	inv	0.175	29.5342796820297	nat	3.57352941176471	1.27355373816444	0	induced 1 4-9	inv	induced 1 4-9 inv	1.5309	0.928574970707374	49.0120833333333	-118.645711111111
39	CA008	1	const	1-5	4b	4	b	0.626	0.374	inv	0.11	37.7015403108314	nat	1.41666666666667	0.348306694268216	0	const. 1 1-5	inv	const. 1 1-5 inv	2.8798	1.35578360591487	49.0120833333333	-118.645711111111
40	CA008	2	const	3-4	2d	2	d	0.882	0.118	nat	-0.07	20.0906719356869	inv	0.627659574468085	-0.465757338364285	1	const. 2 3-4	inv	const. 2 3-4 inv	0.9086	0.646369989001016	49.0120833333333	-118.645711111111
41	CA008	1	const	1-6	4b	4	b	0.639	0.361	inv	0.1	36.929060241461	nat	1.38314176245211	0.324357551010187	0	const. 1 1-6	inv	const. 1 1-6 inv	2.7797	1.32964464140256	49.0120833333333	-118.645711111111
42	CA008	2	ind	6-8	4f	4	f	1	0	nat	-0.068	0	inv	0	-Inf	1	induced 2 6-8	inv	induced 2 6-8 inv	0	0	49.0120833333333	-118.645711111111
43	CA008	2	const	3-6	2d	2	d	0.721	0.279	inv	0.192	31.8837868180922	nat	3.20689655172414	1.16530366316678	0	const. 2 3-6	inv	const. 2 3-6 inv	2.1483	1.14686262461682	49.0120833333333	-118.645711111111
44	GR001	2	const	2-26	26c	26	c	1	0		0	0	tie	NA	NA	2	const. 2 2-26	nat	const. 2 2-26 nat	0	0	40.1566666666667	22.5480555555556
45	GR001	1	ind	5-1	26c	26	c	0.547	0.453	nat	-0.302	42.3025412275107	inv	0.333333333333333	-1.09861228866811	0	induced 1 5-1	nat	induced 1 5-1 nat	2.8539	1.34908562258756	40.1566666666667	22.5480555555556
46	GR002	1	ind	5-5	2j	2	j	0.815	0.185	inv	0.164	25.4745921436024	nat	1.88648648648649	0.634716097124102	1	induced 1 5-5	nat	induced 1 5-5 nat	1.1655	0.772651281672544	40.6213888888889	23.0786111111111
47	GR002	1	const	2-2	8a	8	a	0.977	0.023		0.005	8.72287517594834	nat	1.21739130434783	0.196710294246054	1	const. 1 2-2	nat	const. 1 2-2 nat	0.1771	0.163053786436298	40.6213888888889	23.0786111111111
48	GR002	1	const	2-7	13c	13	c	1	0	inv	0.041	0	nat	Inf	Inf	1	const. 1 2-7	nat	const. 1 2-7 nat	0	0	40.6213888888889	23.0786111111111
49	GR002	2	const	2-27	2j	2	j	0.88	0.12	nat	-0.12	20.2676253094487	inv	0	-Inf	0	const. 2 2-27	nat	const. 2 2-27 nat	0.924	0.654406352243515	40.6213888888889	23.0786111111111
50	GR002	2	ind	6-24	8e	8	e	0.972	0.028	nat	-0.028	9.63260122870171	inv	0	-Inf	0	induced 2 6-24	nat	induced 2 6-24 nat	0.1764	0.162458927697703	40.6213888888889	23.0786111111111
51	GR002	2	ind	6-20	8e	8	e	1	0		0	0	tie	NA	NA	2	induced 2 6-20	nat	induced 2 6-20 nat	0	0	40.6213888888889	23.0786111111111
52	GR002	1	ind	5-4	2j	2	j	0.948	0.052		0.174	13.1812372054198	nat	4.34615384615385	1.46929128069086	1	induced 1 5-4	nat	induced 1 5-4 nat	0.3276	0.283372800863682	40.6213888888889	23.0786111111111
53	GR002	1	const	1-27	8a	8	a	0.985	0.015	inv	0.22	7.03483816301933	nat	15.6666666666667	2.75153531304195	1	const. 1 1-27	nat	const. 1 1-27 nat	0.1155	0.10930273489045	40.6213888888889	23.0786111111111
54	GR003	1	const	1-4	10d	10	d	0.779	0.221	inv	0.046	28.0408200210461	nat	1.20814479638009	0.189085956882497	1	const. 1 1-4	nat	const. 1 1-4 nat	1.7017	0.993881204506341	40.8508333333333	25.7930555555556
55	GR003	1	const	1-11	10d	10	d	0.709	0.291		-0.078	32.645364163032	inv	0.731958762886598	-0.312031101462067	0	const. 1 1-11	nat	const. 1 1-11 nat	2.2407	1.17578935585165	40.8508333333333	25.7930555555556
56	GR003	1	ind	4-7	3g	3	g	0.93	0.07	inv	0.179	15.3414998294714	nat	3.55714285714286	1.26895765441535	1	induced 1 4-7	nat	induced 1 4-7 nat	0.441	0.365337317017385	40.8508333333333	25.7930555555556
57	GR003	2	const	3-24	10b	10	b	0.684	0.316	nat	-0.199	34.2033722186157	inv	0.370253164556962	-0.993568278789156	0	const. 2 3-24	nat	const. 2 3-24 nat	2.4332	1.23349277086193	40.8508333333333	25.7930555555556
58	GR003	1	ind	5-13	10b	10	b	0.936	0.064	inv	0.319	14.6538552483261	nat	5.984375	1.78915190582097	1	induced 1 5-13	nat	induced 1 5-13 nat	0.4032	0.338755342635782	40.8508333333333	25.7930555555556
59	GR003	1	ind	4-14	3g	3	g	1	0	inv	0.742	0	nat	Inf	Inf	1	induced 1 4-14	nat	induced 1 4-14 nat	0	0	40.8508333333333	25.7930555555556
60	GR003	2	ind	5-24	3e	3		0.888	0.112	inv	-0.004	19.5518418966634	inv	0.964285714285714	-0.0363676441708748	0	induced 2 5-24	nat	induced 2 5-24 nat	0.7056	0.533916954989388	40.8508333333333	25.7930555555556
61	GR003	1	const	2-13	10b	10	b	1	0	inv	0.058	0	nat	Inf	Inf	1	const. 1 2-13	nat	const. 1 2-13 nat	0	0	40.8508333333333	25.7930555555556
62	GR003	2	const	3-21	10b	10	b	0.88	0.12	inv	0.125	20.2676253094487	nat	2.04166666666667	0.713766467762681	1	const. 2 3-21	nat	const. 2 3-21 nat	0.924	0.654406352243515	40.8508333333333	25.7930555555556
63	GR003	2	const	3-30	10b	10	b	0.78	0.22	inv	0.287	27.9717205663264	nat	2.30454545454545	0.834883457238822	1	const. 2 3-30	nat	const. 2 3-30 nat	1.694	0.991027077988172	40.8508333333333	25.7930555555556
64	GR003	2	ind	6-14	17b	17	b	1	0	inv	0.001	0	nat	Inf	Inf	1	induced 2 6-14	nat	induced 2 6-14 nat	0	0	40.8508333333333	25.7930555555556
65	GR003	2	ind	6-6	17b	17	b	1	0	inv	0.119	0	nat	Inf	Inf	1	induced 2 6-6	nat	induced 2 6-6 nat	0	0	40.8508333333333	25.7930555555556
66	GR003	2	const	3-4	10b	10	b	0.812	0.188	nat	-0.07	25.6952365620491	inv	0.627659574468085	-0.465757338364285	0	const. 2 3-4	nat	const. 2 3-4 nat	1.4476	0.895107952606248	40.8508333333333	25.7930555555556
67	GR003	2	ind	6-23	17b	17	b	1	0	inv	0.052	0	nat	Inf	Inf	1	induced 2 6-23	nat	induced 2 6-23 nat	0	0	40.8508333333333	25.7930555555556
68	GR003	2	const	3-10	10b	10	b	0.799	0.201	inv	-0.06	26.6362415650106	inv	0.701492537313433	-0.354545017680908	0	const. 2 3-10	nat	const. 2 3-10 nat	1.5477	0.935190991374635	40.8508333333333	25.7930555555556
69	GR003	1	ind	4-30	3g	3	g	0.899	0.101	inv	0.239	18.5299785901234	nat	3.36633663366337	1.21382510076895	1	induced 1 4-30	nat	induced 1 4-30 nat	0.6363	0.492437595452713	40.8508333333333	25.7930555555556
70	HU001	2	const	3-14	14h	14	h	0.792	0.208	inv	0.12	27.1334428574046	nat	1.57692307692308	0.455475528682826	1	const. 2 3-14	nat	const. 2 3-14 nat	1.6016	0.956126640371354	47.6419444444444	18.7825
71	HU001	2	ind	5-29	13b	13	b	0.878	0.122	inv	0.468	20.4433096444142	nat	4.83606557377049	1.57610149216651	1	induced 2 5-29	nat	induced 2 5-29 nat	0.7686	0.570188273159498	47.6419444444444	18.7825
72	HU001	1	ind	4-3	14k	14	k	0.666	0.334	nat	-0.307	35.3044134814276	inv	0.0808383233532934	-2.51530412697237	0	induced 1 4-3	nat	induced 1 4-3 nat	2.1042	1.13275603323495	47.6419444444444	18.7825
73	HU001	2	ind	5-26	28c	28	c	0.764	0.236	inv	-0.137	29.0643934606774	inv	0.419491525423729	-0.86871195489102	0	induced 2 5-26	nat	induced 2 5-26 nat	1.4868	0.910996743413045	47.6419444444444	18.7825
74	HU001	2	const	3-16	14h	14	h	0.717	0.283	nat	-0.148	32.1387230532235	inv	0.477031802120141	-0.740172119204808	0	const. 2 3-16	nat	const. 2 3-16 nat	2.1791	1.15659813786676	47.6419444444444	18.7825
75	HU001	1	const	2-4	14d	14	d	0.913	0.087		-0.024	17.154762949028	inv	0.724137931034483	-0.322773392263051	0	const. 1 2-4	nat	const. 1 2-4 nat	0.6699	0.51276374439625	47.6419444444444	18.7825
76	HU001	1	const	2-8	14h	14	h	1	0	nat	0	0	tie	NA	NA	2	const. 1 2-8	nat	const. 1 2-8 nat	0	0	47.6419444444444	18.7825
77	HU001	1	const	1-14	14d	14	d	0.747	0.253	nat	-0.188	30.1976737521131	inv	0.256916996047431	-1.35900221883188	0	const. 1 1-14	nat	const. 1 1-14 nat	1.9481	1.08116089505435	47.6419444444444	18.7825
78	HU001	1	ind	4-17	14k	14	k	0.934	0.066	inv	0.062	14.8862715341972	nat	1.93939393939394	0.662375521893192	1	induced 1 4-17	nat	induced 1 4-17 nat	0.4158	0.347694742357952	47.6419444444444	18.7825
79	HU001	1	ind	4-20	14k	14	k	0.904	0.096	inv	0.108	18.0492625645472	nat	2.125	0.75377180237638	1	induced 1 4-20	nat	induced 1 4-20 nat	0.6048	0.472999138225534	47.6419444444444	18.7825
80	HU001	2	ind	6-26	13b	13	b	1	0	inv	0	0	tie	NA	NA	2	induced 2 6-26	nat	induced 2 6-26 nat	0	0	47.6419444444444	18.7825
81	RO001	1	ind	4-10	21d	21	d	0.965	0.035		-0.031	10.7824458096971	inv	0.114285714285714	-2.16905370036952	0	induced 1 4-10	nat	induced 1 4-10 nat	0.2205	0.199260610850878	44.1102777777778	28.6369444444444
82	RO001	2	ind	6-10	21e	21	e	0.753	0.247	nat	-0.247	29.8007159964258	inv	0	-Inf	0	induced 2 6-10	nat	induced 2 6-10 nat	1.5561	0.938482659380652	44.1102777777778	28.6369444444444
83	RO001	1	ind	4-5	21d	21	d	0.834	0.166	inv	0.479	24.043227444065	nat	3.8855421686747	1.35726252843923	1	induced 1 4-5	nat	induced 1 4-5 nat	1.0458	0.71578891104077	44.1102777777778	28.6369444444444
84	RO001	1	const	1-8	13i	13	i	0.635	0.365	nat	-0.159	37.1673609028924	inv	0.564383561643836	-0.57202118479291	0	const. 1 1-8	nat	const. 1 1-8 nat	2.8105	1.33776041412404	44.1102777777778	28.6369444444444
85	RO001	2	const	3-8	6j	6	j	0.785	0.215		-0.034	27.6245112846399	inv	0.841860465116279	-0.172140996861837	0	const. 2 3-8	nat	const. 2 3-8 nat	1.6555	0.976632960880317	44.1102777777778	28.6369444444444
86	RO001	2	ind	5-20	28g	28	g	0.699	0.301	nat	-0.301	33.2729432035122	inv	0	-Inf	0	induced 2 5-20	nat	induced 2 5-20 nat	1.8963	1.0634340603185	44.1102777777778	28.6369444444444
87	RO001	1	const	2-5	13d	13	d	1	0	inv	0.158	0	nat	Inf	Inf	1	const. 1 2-5	nat	const. 1 2-5 nat	0	0	44.1102777777778	28.6369444444444
88	RO001	2	const	2-19	21d	21	d	1	0		0	0	tie	NA	NA	2	const. 2 2-19	nat	const. 2 2-19 nat	0	0	44.1102777777778	28.6369444444444
89	RO002	1	ind	5-14	12o	12	o	0.81	0.19	inv	0.148	25.8415811818669	nat	1.77894736842105	0.576021823322533	1	induced 1 5-14	nat	induced 1 5-14 nat	1.197	0.787092793402473	43.9024333333333	28.5739166666667
90	RO002	1	const	1-16	12g	12	g	0.791	0.209	nat	-0.148	27.2039622426832	inv	0.291866028708134	-1.2314603877915	0	const. 1 1-16	nat	const. 1 1-16 nat	1.6093	0.959081986129039	43.9024333333333	28.5739166666667
91	RO002	2	const	3-31	12o	12	o	0.808	0.192	inv	0.076	25.9873374083281	nat	1.39583333333333	0.333491608483075	1	const. 2 3-31	nat	const. 2 3-31 nat	1.4784	0.907613190680467	43.9024333333333	28.5739166666667
92	RO002	1	const	2-14	12o	12	o	0.861	0.139	inv	0.097	21.8897762026108	nat	1.6978417266187	0.529357871894918	1	const. 1 2-14	nat	const. 1 2-14 nat	1.0703	0.727693524312529	43.9024333333333	28.5739166666667
93	RO002	2	ind	6-3	18q	18	q	1	0	inv	0.136	0	nat	Inf	Inf	1	induced 2 6-3	nat	induced 2 6-3 nat	0	0	43.9024333333333	28.5739166666667
94	RO002	1	const	1-19	12g	12	g	0.773	0.227	nat	0.101	28.4530995622891	nat	1.44493392070485	0.368063590902741	1	const. 1 1-19	nat	const. 1 1-19 nat	1.7479	1.01083698359607	43.9024333333333	28.5739166666667
95	RO002	1	ind	4-25	22f	22	f	0.676	0.324	nat	-0.324	34.6946815012468	inv	0	-Inf	0	induced 1 4-25	nat	induced 1 4-25 nat	2.0412	1.11225217437214	43.9024333333333	28.5739166666667
96	RO002	2	const	2-21	22f	22	f	1	0		0	0	tie	NA	NA	2	const. 2 2-21	nat	const. 2 2-21 nat	0	0	43.9024333333333	28.5739166666667
97	RO002	1	ind	4-22	22f	22	f	1	0		0.206	0	nat	Inf	Inf	1	induced 1 4-22	nat	induced 1 4-22 nat	0	0	43.9024333333333	28.5739166666667
98	RO002	2	const	3-19	12o	12	o	0.856	0.144	inv	0.005	22.3007592506081	nat	1.03472222222222	0.0341330063694586	1	const. 2 3-19	nat	const. 2 3-19 nat	1.1088	0.746119065326051	43.9024333333333	28.5739166666667
99	RO002	2	ind	6-31	15g	15	g	0.765	0.235	nat	-0.235	28.9968780761989	inv	0	-Inf	0	induced 2 6-31	nat	induced 2 6-31 nat	1.4805	0.908460152758967	43.9024333333333	28.5739166666667
100	RO002	2	ind	5-32	18a	18	a	0.883	0.117	inv	0.259	20.0017085400814	nat	3.21367521367521	1.16741520859214	1	induced 2 5-32	nat	induced 2 5-32 nat	0.7371	0.552217056125741	43.9024333333333	28.5739166666667
101	RO003	1	ind	4-29	11e	11	e	0.842	0.158	nat	-0.112	23.4211746092813	inv	0.291139240506329	-1.23395363653787	0	induced 1 4-29	nat	induced 1 4-29 nat	0.9954	0.69084453149727	44.3896666666667	28.5266388888889
102	RO003	2	const	3-23	9f	9	f	0.705	0.295	nat	-0.058	32.8971350253617	inv	0.803389830508475	-0.218915215204689	0	const. 2 3-23	nat	const. 2 3-23 nat	2.2715	1.18524859532766	44.3896666666667	28.5266388888889
103	RO003	2	ind	6-13	15j	15	j	1	0	inv	0.147	0	nat	Inf	Inf	1	induced 2 6-13	nat	induced 2 6-13 nat	0	0	44.3896666666667	28.5266388888889
104	RO003	1	const	1-29	9d	9	d	0.836	0.164		-0.062	23.8888679582878	inv	0.621951219512195	-0.474893614539928	0	const. 1 1-29	nat	const. 1 1-29 nat	1.2628	0.816602984486864	44.3896666666667	28.5266388888889
105	RO004	2	const	3-25	13b	13	b	0.908	0.092	inv	0.131	17.6565798018647	nat	2.42391304347826	0.885383194411078	1	const. 2 3-25	nat	const. 2 3-25 nat	0.7084	0.535557259985174	45.5761833333333	29.51805
106	RO004	1	const	2-9	13b	13	b	1	0	inv	0	0	tie	NA	NA	2	const. 1 2-9	nat	const. 1 2-9 nat	0	0	45.5761833333333	29.51805
107	RO004	1	ind	4-18	20d	20	d	0.679	0.321	nat	-0.243	34.510820533624	inv	0.242990654205607	-1.41473229644042	0	induced 1 4-18	nat	induced 1 4-18 nat	2.0223	1.1060181309287	45.5761833333333	29.51805
108	RO004	2	ind	5-30	3j	3	j	0.775	0.225	nat	-0.179	28.316108267512	inv	0.204444444444444	-1.58745900571533	0	induced 2 5-30	nat	induced 2 5-30 nat	1.4175	0.882733948345312	45.5761833333333	29.51805
109	RO004	1	ind	4-21	20d	20	d	0.993	0.007	inv	0.159	4.79925389664716	nat	23.7142857142857	3.16607763930123	1	induced 1 4-21	nat	induced 1 4-21 nat	0.0441	0.0431552703139276	45.5761833333333	29.51805
110	RO004	1	const	1-25	13h	13	h	0.898	0.102	inv	-0.065	18.62484138181	inv	0.362745098039216	-1.01405490064005	0	const. 1 1-25	nat	const. 1 1-25 nat	0.7854	0.579642479763125	45.5761833333333	29.51805
111	RO004	2	ind	6-18	3j	3	j	1	0	inv	0	0	tie	NA	NA	2	induced 2 6-18	nat	induced 2 6-18 nat	0	0	45.5761833333333	29.51805
112	RO004	2	const	2-24	20d	20	d	1	0		0	0	tie	NA	NA	2	const. 2 2-24	nat	const. 2 2-24 nat	0	0	45.5761833333333	29.51805
113	RO004	1	ind	4-31	20d	20	d	1	0	inv	0.123	0	nat	Inf	Inf	1	induced 1 4-31	nat	induced 1 4-31 nat	0	0	45.5761833333333	29.51805
114	RO004	1	const	1-32	13h	13	h	0.73	0.27		0.034	31.3060203222851	nat	1.12592592592593	0.118605742407847	1	const. 1 1-32	nat	const. 1 1-32 nat	2.079	1.12460486894236	45.5761833333333	29.51805
115	RO004	2	ind	6-16	3j	3	j	1	0		0	0	tie	NA	NA	2	induced 2 6-16	nat	induced 2 6-16 nat	0	0	45.5761833333333	29.51805
116	RO004	1	const	1-15	13h	13	h	0.879	0.121	inv	0.064	20.3556239878104	nat	1.52892561983471	0.424565279481584	1	const. 1 1-15	nat	const. 1 1-15 nat	0.9317	0.65840044423011	45.5761833333333	29.51805
117	RO004	1	ind	5-2	20d	20	d	0.715	0.285	nat	-0.204	32.2657809445879	inv	0.28421052631579	-1.25804002559621	0	induced 1 5-2	nat	induced 1 5-2 nat	1.7955	1.02801098148456	45.5761833333333	29.51805
118	RO004	2	const	3-15	13b	13	b	0.855	0.145	nat	-0.047	22.3822378196123	inv	0.675862068965517	-0.391766263750002	0	const. 2 3-15	nat	const. 2 3-15 nat	1.1165	0.749763780978841	45.5761833333333	29.51805
119	RO004	2	ind	5-27	13f	13	f	0.972	0.028	inv	-0.017	9.63260122870171	inv	0.392857142857143	-0.934309237376833	0	induced 2 5-27	nat	induced 2 5-27 nat	0.1764	0.162458927697703	45.5761833333333	29.51805
120	RO004	2	const	3-17	13b	13	b	0.798	0.202	inv	-0.103	26.7076602816624	inv	0.49009900990099	-0.713147847266615	0	const. 2 3-17	nat	const. 2 3-17 nat	1.5554	0.938208767175086	45.5761833333333	29.51805
121	RO005	1	const	2-3	15i	15	i	0.842	0.158		0.085	23.4211746092813	nat	1.5379746835443	0.430466410313582	1	const. 1 2-3	nat	const. 1 2-3 nat	1.2166	0.795974490359415	45.4978611111111	27.9118055555556
122	RO005	1	const	2-12	15c	15	c	1	0		0	0	tie	NA	NA	2	const. 1 2-12	nat	const. 1 2-12 nat	0	0	45.4978611111111	27.9118055555556
123	RO005	2	ind	6-25	17k	17	k	1	0	nat	0	0	tie	NA	NA	2	induced 2 6-25	nat	induced 2 6-25 nat	0	0	45.4978611111111	27.9118055555556
124	RO005	2	ind	6-1	17k	17	k	1	0		0	0	tie	NA	NA	2	induced 2 6-1	nat	induced 2 6-1 nat	0	0	45.4978611111111	27.9118055555556
125	RO005	1	const	1-17	15i	15	i	0.564	0.436	nat	0.188	41.3224201927387	nat	1.43119266055046	0.358508125020393	1	const. 1 1-17	nat	const. 1 1-17 nat	3.3572	1.47182964922615	45.4978611111111	27.9118055555556
126	RO005	2	const	2-29	25f	25	f	1	0		0	0	tie	NA	NA	2	const. 2 2-29	nat	const. 2 2-29 nat	0	0	45.4978611111111	27.9118055555556
